t,dmm_c,r_ohm
1689441902.8215024,38.0284,1.000009939E+03
1689441903.83355,38.0284,1.000009827E+03
1689441904.8445973,38.0284,1.000009887E+03
1689441905.855566,38.0297,1.000009839E+03
1689441906.866583,38.0297,1.000009963E+03
1689441907.877581,38.0297,1.000009777E+03
1689441908.8886814,38.0297,1.000009860E+03
1689441909.8997595,38.0297,1.000009645E+03
1689441910.9107542,38.0297,1.000009748E+03
1689441911.9217784,38.0297,1.000009674E+03
1689441912.9329598,38.0297,1.000009819E+03
1689441913.9438689,38.0315,1.000009679E+03
1689441914.9548705,38.0315,1.000009694E+03
1689441915.9659586,38.0315,1.000009767E+03
1689441916.9769824,38.0315,1.000009818E+03
1689441917.988084,38.0315,1.000009764E+03
1689441918.9990845,38.0315,1.000009747E+03
1689441920.0100517,38.0315,1.000009719E+03
1689441921.021146,38.0315,1.000009778E+03
1689441922.0321896,38.0332,1.000009754E+03
1689441923.0432472,38.0332,1.000009631E+03
1689441924.0543683,38.0332,1.000009743E+03
1689441925.0652645,38.0332,1.000009997E+03
1689441926.076306,38.0332,1.000009619E+03
1689441927.087358,38.0332,1.000009595E+03
1689441928.0983796,38.0332,1.000009685E+03
1689441929.1094198,38.0332,1.000009598E+03
1689441930.1204658,38.0339,1.000009680E+03
1689441931.1315165,38.0339,1.000009677E+03
1689441932.1425192,38.0339,1.000009793E+03
1689441933.1536047,38.0339,1.000009807E+03
1689441934.16465,38.0339,1.000009737E+03
1689441935.1756766,38.0339,1.000009527E+03
1689441936.1866677,38.0339,1.000009676E+03
1689441937.197718,38.0339,1.000009531E+03
1689441938.208751,38.0352,1.000009405E+03
1689441939.2197425,38.0352,1.000009686E+03
1689441940.2308168,38.0352,1.000009331E+03
1689441941.2419002,38.0352,1.000009834E+03
1689441942.2529151,38.0352,1.000009486E+03
1689441943.2639432,38.0352,1.000009542E+03
1689441944.2750115,38.0352,1.000009546E+03
1689441945.2860343,38.0352,1.000009572E+03
1689441946.2970598,38.0363,1.000009352E+03
1689441947.3081048,38.0363,1.000009371E+03
1689441948.3191311,38.0363,1.000009451E+03
1689441949.3302014,38.0363,1.000009411E+03
1689441950.34126,38.0363,1.000009383E+03
1689441951.35227,38.0363,1.000009323E+03
1689441952.3632548,38.0363,1.000009332E+03
1689441953.374342,38.0363,1.000009430E+03
1689441954.385414,38.0376,1.000009124E+03
1689441955.3963978,38.0376,1.000009165E+03
1689441956.407524,38.0376,1.000009013E+03
1689441957.4184408,38.0376,1.000009315E+03
1689441958.4294693,38.0376,1.000009242E+03
1689441959.4405558,38.0376,1.000009109E+03
1689441960.4515407,38.0376,1.000009083E+03
1689441961.4625962,38.0376,1.000009177E+03
1689441962.473712,38.0391,1.000009076E+03
1689441963.4846625,38.0391,1.000009324E+03
1689441964.4957757,38.0391,1.000009400E+03
1689441965.506738,38.0391,1.000009310E+03
1689441966.5178037,38.0391,1.000009220E+03
1689441967.5288274,38.0391,1.000009122E+03
1689441968.5398397,38.0391,1.000009150E+03
1689441969.5508747,38.0391,1.000009337E+03
1689441970.5619571,38.0404,1.000009225E+03
1689441971.5729883,38.0404,1.000009362E+03
1689441972.5840545,38.0404,1.000009267E+03
1689441973.5950618,38.0404,1.000009447E+03
1689441974.6061766,38.0404,1.000009253E+03
1689441975.6171198,38.0404,1.000009003E+03
1689441976.628108,38.0404,1.000009175E+03
1689441977.639182,38.0404,1.000009227E+03
1689441978.6502523,38.0408,1.000009047E+03
1689441979.6612968,38.0408,1.000009263E+03
1689441980.6722791,38.0408,1.000009123E+03
1689441981.6833954,38.0408,1.000009314E+03
1689441982.6944156,38.0408,1.000009263E+03
1689441983.7054489,38.0408,1.000009158E+03
1689441984.7165072,38.0408,1.000009177E+03
1689441985.7275288,38.0408,1.000009272E+03
1689441986.7385814,38.0419,1.000009123E+03
1689441987.7495623,38.0419,1.000009098E+03
1689441988.76062,38.0419,1.000009108E+03
1689441989.7716439,38.0419,1.000009209E+03
1689441990.7826233,38.0419,1.000009154E+03
1689441991.7937465,38.0419,1.000009092E+03
1689441992.8047793,38.0419,1.000009250E+03
1689441993.8158193,38.0419,1.000009195E+03
1689441994.8269324,38.0424,1.000009003E+03
1689441995.8379066,38.0424,1.000009121E+03
1689441996.8489852,38.0424,1.000009188E+03
1689441997.8599691,38.0424,1.000009431E+03
1689441998.8710213,38.0424,1.000009135E+03
1689441999.8821166,38.0424,1.000009105E+03
1689442000.893094,38.0424,1.000009125E+03
1689442001.9041495,38.0424,1.000009147E+03
1689442002.9151402,38.0429,1.000008915E+03
1689442003.9262314,38.0429,1.000008999E+03
1689442004.9372761,38.0429,1.000009037E+03
1689442005.9483092,38.0429,1.000009188E+03
1689442006.959343,38.0429,1.000009242E+03
1689442007.9703813,38.0429,1.000009099E+03
1689442008.9813826,38.0429,1.000009058E+03
1689442009.992409,38.0429,1.000009111E+03
1689442011.0034258,38.0433,1.000009030E+03
1689442012.0145392,38.0433,1.000009104E+03
1689442013.0255644,38.0433,1.000009005E+03
1689442014.036594,38.0433,1.000009022E+03
1689442015.0476596,38.0433,1.000009003E+03
1689442016.058679,38.0433,1.000008805E+03
1689442017.0696614,38.0433,1.000009078E+03
1689442018.0807917,38.0433,1.000008977E+03
1689442019.09179,38.0441,1.000008943E+03
1689442020.1027644,38.0441,1.000008966E+03
1689442021.1138291,38.0441,1.000009020E+03
1689442022.1248555,38.0441,1.000009076E+03
1689442023.1359096,38.0441,1.000009158E+03
1689442024.1469238,38.0441,1.000009053E+03
1689442025.1580377,38.0441,1.000009025E+03
1689442026.1690595,38.0441,1.000008940E+03
1689442027.1800866,38.0443,1.000008943E+03
1689442028.1911123,38.0443,1.000008894E+03
1689442029.2021635,38.0443,1.000009066E+03
1689442030.2131593,38.0443,1.000009106E+03
1689442031.2242362,38.0443,1.000008948E+03
1689442032.2352612,38.0443,1.000009036E+03
1689442033.246293,38.0443,1.000009135E+03
1689442034.257362,38.0443,1.000009034E+03
1689442035.2683887,38.045,1.000008875E+03
1689442036.2794366,38.045,1.000008930E+03
1689442037.2904277,38.045,1.000008863E+03
1689442038.3015106,38.045,1.000009111E+03
1689442039.3125753,38.045,1.000009073E+03
1689442040.323531,38.045,1.000008972E+03
1689442041.3345623,38.045,1.000009048E+03
1689442042.345653,38.045,1.000009066E+03
1689442043.3566277,38.0451,1.000008781E+03
1689442044.3678164,38.0451,1.000009106E+03
1689442045.3788025,38.0451,1.000009248E+03
1689442046.3897865,38.0451,1.000009327E+03
1689442047.4008012,38.0451,1.000008984E+03
1689442048.4117992,38.0451,1.000009108E+03
1689442049.422927,38.0451,1.000009127E+03
1689442050.4339533,38.0451,1.000009080E+03
1689442051.4449475,38.0458,1.000009091E+03
1689442052.4560034,38.0458,1.000009278E+03
1689442053.4670124,38.0458,1.000009290E+03
1689442054.4780986,38.0458,1.000009400E+03
1689442055.4891684,38.0458,1.000009077E+03
1689442056.5002253,38.0458,1.000009191E+03
1689442057.5111523,38.0458,1.000009152E+03
1689442058.522195,38.0458,1.000009275E+03
1689442059.533246,38.046,1.000009366E+03
1689442060.5443351,38.046,1.000009405E+03
1689442061.555323,38.046,1.000009461E+03
1689442062.566343,38.046,1.000009552E+03
1689442063.5773947,38.046,1.000009484E+03
1689442064.5884204,38.046,1.000009431E+03
1689442065.5994663,38.046,1.000009566E+03
1689442066.610551,38.046,1.000009477E+03
1689442067.621555,38.0464,1.000009506E+03
1689442068.6325245,38.0464,1.000009563E+03
1689442069.6436634,38.0464,1.000009520E+03
1689442070.654645,38.0464,1.000009528E+03
1689442071.6657145,38.0464,1.000009429E+03
1689442072.6767554,38.0464,1.000009558E+03
1689442073.687739,38.0464,1.000009287E+03
1689442074.698852,38.0464,1.000009523E+03
1689442075.7098317,38.0466,1.000009401E+03
1689442076.720946,38.0466,1.000009389E+03
1689442077.7318864,38.0466,1.000009466E+03
1689442078.7429926,38.0466,1.000009445E+03
1689442079.7540655,38.0466,1.000009366E+03
1689442080.765005,38.0466,1.000009377E+03
1689442081.7760625,38.0466,1.000009368E+03
1689442082.7871158,38.0466,1.000009384E+03
1689442083.7982,38.0467,1.000009382E+03
1689442084.8092382,38.0467,1.000009309E+03
1689442085.820249,38.0467,1.000009276E+03
1689442086.8313608,38.0467,1.000009555E+03
1689442087.8423357,38.0467,1.000009611E+03
1689442088.8533342,38.0467,1.000009365E+03
1689442089.8644423,38.0467,1.000009492E+03
1689442090.8754928,38.0467,1.000009559E+03
1689442091.8865182,38.0465,1.000009489E+03
1689442092.89751,38.0465,1.000009468E+03
1689442093.9085205,38.0465,1.000009458E+03
1689442094.9195936,38.0465,1.000009547E+03
1689442095.9306705,38.0465,1.000009466E+03
1689442096.9416893,38.0465,1.000009389E+03
1689442097.9526613,38.0465,1.000009454E+03
1689442098.9637969,38.0465,1.000009440E+03
1689442099.974726,38.0466,1.000009435E+03
1689442100.9857602,38.0466,1.000009415E+03
1689442101.996825,38.0466,1.000009576E+03
1689442103.0078743,38.0466,1.000009583E+03
1689442104.0189307,38.0466,1.000009410E+03
1689442105.0299342,38.0466,1.000009396E+03
1689442106.0409834,38.0466,1.000009689E+03
1689442107.0520434,38.0466,1.000009529E+03
1689442108.0630841,38.0463,1.000009476E+03
1689442109.0741365,38.0463,1.000009465E+03
1689442110.0852473,38.0463,1.000009450E+03
1689442111.096132,38.0463,1.000009422E+03
1689442112.1072345,38.0463,1.000009240E+03
1689442113.1183214,38.0463,1.000009486E+03
1689442114.129318,38.0463,1.000009455E+03
1689442115.1403356,38.0463,1.000009420E+03
1689442116.1514008,38.0461,1.000009318E+03
1689442117.1625001,38.0461,1.000009363E+03
1689442118.1734889,38.0461,1.000009552E+03
1689442119.184501,38.0461,1.000009456E+03
1689442120.1955416,38.0461,1.000009431E+03
1689442121.206504,38.0461,1.000009339E+03
1689442122.217663,38.0461,1.000009491E+03
1689442123.2286735,38.0461,1.000009520E+03
1689442124.2396858,38.0462,1.000009412E+03
1689442125.2506778,38.0462,1.000009496E+03
1689442126.261712,38.0462,1.000009576E+03
1689442127.2728229,38.0462,1.000009718E+03
1689442128.2838643,38.0462,1.000009592E+03
1689442129.2948644,38.0462,1.000009556E+03
1689442130.3059301,38.0462,1.000009694E+03
1689442131.316946,38.0462,1.000009575E+03
1689442132.3279963,38.0464,1.000009374E+03
1689442133.3390186,38.0464,1.000009432E+03
1689442134.3500826,38.0464,1.000009538E+03
1689442135.3610506,38.0464,1.000009781E+03
1689442136.3721528,38.0464,1.000009460E+03
1689442137.3832834,38.0464,1.000009356E+03
1689442138.3941965,38.0464,1.000009461E+03
1689442139.4052541,38.0464,1.000009531E+03
1689442140.416321,38.0464,1.000009376E+03
1689442141.4272993,38.0464,1.000009645E+03
1689442142.4383783,38.0464,1.000009729E+03
1689442143.4493814,38.0464,1.000009701E+03
1689442144.4604828,38.0464,1.000009552E+03
1689442145.471445,38.0464,1.000009683E+03
1689442146.4824734,38.0464,1.000009699E+03
1689442147.4935982,38.0464,1.000009475E+03
1689442148.5046206,38.0464,1.000009508E+03
1689442149.5156822,38.0464,1.000009379E+03
1689442150.5266569,38.0464,1.000009577E+03
1689442151.537662,38.0464,1.000009706E+03
1689442152.548747,38.0464,1.000009570E+03
1689442153.5597959,38.0464,1.000009565E+03
1689442154.570819,38.0464,1.000009619E+03
1689442155.5818775,38.0464,1.000009762E+03
1689442156.5929122,38.0468,1.000009629E+03
1689442157.6038945,38.0468,1.000009436E+03
1689442158.6149127,38.0468,1.000009446E+03
1689442159.6259925,38.0468,1.000009579E+03
1689442160.6370537,38.0468,1.000009444E+03
1689442161.6480403,38.0468,1.000009460E+03
1689442162.6591446,38.0468,1.000009602E+03
1689442163.6701338,38.0468,1.000009465E+03
1689442164.6811278,38.0469,1.000009568E+03
1689442165.6922603,38.0469,1.000009823E+03
1689442166.703253,38.0469,1.000009706E+03
1689442167.7142704,38.0469,1.000009689E+03
1689442168.7253857,38.0469,1.000009482E+03
1689442169.7363074,38.0469,1.000009657E+03
1689442170.7473838,38.0469,1.000009563E+03
1689442171.7584407,38.0469,1.000009729E+03
1689442172.7695668,38.0472,1.000009657E+03
1689442173.780545,38.0472,1.000009839E+03
1689442174.7916026,38.0472,1.000009659E+03
1689442175.802749,38.0472,1.000009748E+03
1689442176.8136246,38.0472,1.000009736E+03
1689442177.8246047,38.0472,1.000009613E+03
1689442178.835795,38.0472,1.000009758E+03
1689442179.846706,38.0472,1.000009809E+03
1689442180.857793,38.0474,1.000009666E+03
1689442181.8688395,38.0474,1.000009583E+03
1689442182.8799312,38.0474,1.000009648E+03
1689442183.890905,38.0474,1.000009618E+03
1689442184.9019356,38.0474,1.000009846E+03
1689442185.9129949,38.0474,1.000009681E+03
1689442186.9239855,38.0474,1.000009729E+03
1689442187.9350748,38.0474,1.000009603E+03
1689442188.9460928,38.0477,1.000009877E+03
1689442189.9571505,38.0477,1.000009647E+03
1689442190.9681013,38.0477,1.000009653E+03
1689442191.9791543,38.0477,1.000009717E+03
1689442192.9903605,38.0477,1.000009577E+03
1689442194.0013237,38.0477,1.000009665E+03
1689442195.0123353,38.0477,1.000009647E+03
1689442196.0245206,38.0477,1.000009716E+03
1689442197.035456,38.048,1.000009445E+03
1689442198.0465407,38.048,1.000009598E+03
1689442199.0574596,38.048,1.000009491E+03
1689442200.0685391,38.048,1.000009552E+03
1689442201.079507,38.048,1.000009278E+03
1689442202.0906222,38.048,1.000009400E+03
1689442203.1015933,38.048,1.000009274E+03
1689442204.112688,38.048,1.000009578E+03
1689442205.123669,38.0484,1.000009573E+03
1689442206.1347156,38.0484,1.000009622E+03
1689442207.1457295,38.0484,1.000009636E+03
1689442208.1568441,38.0484,1.000009655E+03
1689442209.1678467,38.0484,1.000009713E+03
1689442210.1788692,38.0484,1.000009513E+03
1689442211.189911,38.0484,1.000009620E+03
1689442212.2009792,38.0484,1.000009653E+03
1689442213.2119892,38.0489,1.000009610E+03
1689442214.2230132,38.0489,1.000009587E+03
1689442215.2340846,38.0489,1.000009487E+03
1689442216.2450953,38.0489,1.000009569E+03
1689442217.2561963,38.0489,1.000009485E+03
1689442218.267263,38.0489,1.000009624E+03
1689442219.2782145,38.0489,1.000009291E+03
1689442220.2892485,38.0489,1.000009325E+03
1689442221.3003423,38.0491,1.000009223E+03
1689442222.3112946,38.0491,1.000009325E+03
1689442223.3223991,38.0491,1.000009348E+03
1689442224.3334067,38.0491,1.000009467E+03
1689442225.3444445,38.0491,1.000009292E+03
1689442226.3554814,38.0491,1.000009245E+03
1689442227.3664591,38.0491,1.000009422E+03
1689442228.377594,38.0491,1.000009556E+03
1689442229.3886108,38.0494,1.000009301E+03
1689442230.3995802,38.0494,1.000009349E+03
1689442231.4106405,38.0494,1.000009358E+03
1689442232.421789,38.0494,1.000009491E+03
1689442233.4327595,38.0494,1.000009211E+03
1689442234.4438183,38.0494,1.000009299E+03
1689442235.4548416,38.0494,1.000009136E+03
1689442236.46588,38.0494,1.000009356E+03
1689442237.4768982,38.0495,1.000009330E+03
1689442238.487987,38.0495,1.000009210E+03
1689442239.498994,38.0495,1.000009340E+03
1689442240.510085,38.0495,1.000009347E+03
1689442241.521016,38.0495,1.000009051E+03
1689442242.532052,38.0495,1.000009147E+03
1689442243.5430758,38.0495,1.000009165E+03
1689442244.554163,38.0495,1.000009198E+03
1689442245.5653043,38.0499,1.000009147E+03
1689442246.5763052,38.0499,1.000009171E+03
1689442247.58729,38.0499,1.000009175E+03
1689442248.5983367,38.0499,1.000009313E+03
1689442249.6094594,38.0499,1.000009315E+03
1689442250.620435,38.0499,1.000009213E+03
1689442251.631407,38.0499,1.000009306E+03
1689442252.6425424,38.0499,1.000009173E+03
1689442253.653537,38.0507,1.000009091E+03
1689442254.664521,38.0507,1.000009010E+03
1689442255.6756208,38.0507,1.000009225E+03
1689442256.6866143,38.0507,1.000009236E+03
1689442257.6976352,38.0507,1.000009194E+03
1689442258.7086902,38.0507,1.000009185E+03
1689442259.7197464,38.0507,1.000009064E+03
1689442260.7308135,38.0507,1.000009187E+03
1689442261.7418025,38.0507,1.000009056E+03
1689442262.7528973,38.0507,1.000009242E+03
1689442263.7639058,38.0507,1.000009146E+03
1689442264.7749481,38.0507,1.000009266E+03
1689442265.7859595,38.0507,1.000009216E+03
1689442266.7969916,38.0507,1.000009275E+03
1689442267.8080213,38.0507,1.000009252E+03
1689442268.819084,38.0507,1.000009263E+03
1689442269.8301623,38.0508,1.000009107E+03
1689442270.8411303,38.0508,1.000009212E+03
1689442271.8521826,38.0508,1.000009268E+03
1689442272.863287,38.0508,1.000009357E+03
1689442273.8743157,38.0508,1.000009329E+03
1689442274.885289,38.0508,1.000009335E+03
1689442275.89634,38.0508,1.000009459E+03
1689442276.9074876,38.0508,1.000009294E+03
1689442277.9184577,38.0519,1.000009207E+03
1689442278.929475,38.0519,1.000009544E+03
1689442279.9406035,38.0519,1.000009506E+03
1689442280.9515834,38.0519,1.000009630E+03
1689442281.9625506,38.0519,1.000009464E+03
1689442282.9736328,38.0519,1.000009446E+03
1689442283.9846585,38.0519,1.000009459E+03
1689442284.9956913,38.0519,1.000009501E+03
1689442286.006828,38.0518,1.000009516E+03
1689442287.01777,38.0518,1.000009483E+03
1689442288.0288303,38.0518,1.000009415E+03
1689442289.0398932,38.0518,1.000009632E+03
1689442290.0509093,38.0518,1.000009506E+03
1689442291.0619078,38.0518,1.000009564E+03
1689442292.0728984,38.0518,1.000009480E+03
1689442293.0839982,38.0518,1.000009571E+03
1689442294.0950336,38.0526,1.000009495E+03
1689442295.1060846,38.0526,1.000009470E+03
1689442296.1171756,38.0526,1.000009683E+03
1689442297.128145,38.0526,1.000009500E+03
1689442298.1391585,38.0526,1.000009631E+03
1689442299.1503456,38.0526,1.000009475E+03
1689442300.1612785,38.0526,1.000009488E+03
1689442301.1723123,38.0526,1.000009528E+03
1689442302.1833196,38.053,1.000009647E+03
1689442303.1944003,38.053,1.000009628E+03
1689442304.2054095,38.053,1.000009619E+03
1689442305.2164483,38.053,1.000009902E+03
1689442306.2275116,38.053,1.000009684E+03
1689442307.2384737,38.053,1.000009682E+03
1689442308.249537,38.053,1.000009619E+03
1689442309.2606895,38.053,1.000009357E+03
1689442310.2717311,38.0538,1.000009465E+03
1689442311.2826343,38.0538,1.000009556E+03
1689442312.2937007,38.0538,1.000009577E+03
1689442313.3047912,38.0538,1.000009724E+03
1689442314.3157682,38.0538,1.000009600E+03
1689442315.3268292,38.0538,1.000009421E+03
1689442316.3378701,38.0538,1.000009526E+03
1689442317.3488505,38.0538,1.000009523E+03
1689442318.3599796,38.0546,1.000009441E+03
1689442319.3710186,38.0546,1.000009602E+03
1689442320.3820536,38.0546,1.000009580E+03
1689442321.3930082,38.0546,1.000009782E+03
1689442322.4040768,38.0546,1.000009595E+03
1689442323.415125,38.0546,1.000009651E+03
1689442324.4261966,38.0546,1.000009532E+03
1689442325.4371533,38.0546,1.000009594E+03
1689442326.448268,38.0554,1.000009524E+03
1689442327.459293,38.0554,1.000009568E+03
1689442328.4703,38.0554,1.000009509E+03
1689442329.48138,38.0554,1.000009567E+03
1689442330.4925218,38.0554,1.000009654E+03
1689442331.5034451,38.0554,1.000009617E+03
1689442332.5144377,38.0554,1.000009724E+03
1689442333.5254889,38.0554,1.000009914E+03
1689442334.5365589,38.0563,1.000009871E+03
1689442335.5475912,38.0563,1.000009711E+03
1689442336.558645,38.0563,1.000009632E+03
1689442337.5697505,38.0563,1.000010021E+03
1689442338.5807614,38.0563,1.000009804E+03
1689442339.5917008,38.0563,1.000009781E+03
1689442340.602935,38.0563,1.000009921E+03
1689442341.6148038,38.0563,1.000009886E+03
1689442342.6259065,38.0566,1.000009737E+03
1689442343.6369164,38.0566,1.000009798E+03
1689442344.6479754,38.0566,1.000009775E+03
1689442345.6589947,38.0566,1.000009901E+03
